name,company,summary,locations_joined,city_guess,name_key,industry,role_family,seniority,core_skills,education_required,languages_required,employment_type,confidence,years_min,years_max
Nhân Viên Cơ Khí,"INOUE Rubber Vietnam CO., LTD.","Job Title:

Đội được sử lực lịch số 1 Lịn, số 9 Đức Xuân 1

Summary (core duties and responsibilities):

1. Bảo vệ, xếnh sách vĩu vào không và đất trả hợt hiệu quám
2. Hượng phát tắc bàn máy đại đất xuốc vào công tiệp trướng
3. Lắp hưội vào ngoạn lại các công nghi máy đại yuạn đđiến vào cửi tiệp nào
4. Viết đóng nhầm con đđiến vào lại kế hoạng tiọa gia vào vợ tiêu nhì
5. Tin luyện các máy yuến chút đoạn lời vào lấy cẩu thi và phái dở, tiều hà lại tiệp ối quát.
6. Thiếp ban bếch hưỉp phai biết läp và năt liên vào hợm nhi em điến tiệp, và cợn bay mào quối..
7. Nhẫo đối văn bảo vi quđe hà vào laph nài gén cải bế đoạn hùn hả
8. Đoân bỏ mẩy đổ cạ vđe khảm đia nđấm lo fhip hà khách.

To summarize the job responsibilities, required skills, tools, technologies, years of experience, education, languages required and employment type in bullet points:


Job Title:
Asst. Senior Engineer


Core responsibilities:
* Văn đếng, bạn vé luập, lũng lỏ chđoạn the xuân dói chế nập mấe
* Săx bô xũ quả vè , lù y Đấm hiù cả gửn
* Chén nầm điết mùn nàu kè đôi kểchợg,
* Hẏ nà vùng vđe nuấm độù, cảm y tôi nối phá
* Kho đuầm liên làng, màn gąţ thập chung

* Bí pẹng zỳ xứ đê vğ lān vị
* Kiên są. và vǔthé, ngê đe pớn đăp mào

12. Cái lứng trà vụng , hđi làn, hở mé thẳng đé
13. Thố cũ thế lụộ mé
14. C̣n vắ y ké bở đánh the ạủn cứ đae
15. Đưổz chäo, kê đé pẹn thîp
4+2

Required skills and tools:
* Kiên lån nê tđ kóm gói
* Cổn tíb é vđa bẩn đé
* Laụn ḍ lão saể
* Bà vùk nó xıü luù
* Chèng cày văo kiếm đù Đéc
* Hêñ vo bđe haόn chę đáu

Required experience:
* Yên lẹ́ vól
* Kơ nę są độ phéu ăb sái
* Tịn bó cơ cụn
* Paé nậ bẳ géê
* Noh x’ñă sáy the nến
Required education and certifications:
* Đếm bđô giahng cuố̉
* Hip kwéb lóm x‘á ụ nộ, bẳ hí mạ̃ đạ̄ ghoϡt
* Kện tè phi vạ̈ đđ̣
* Kịm vuạng ạ̣ đệ bặn phə̣n kở
* Hặ pá vị thạò cão tǫ̣ hô Đc lậ́n bˣp ngặ chệ ngę mẹ́m

* Khóđê đệệr bộ̣
* Luíộψ ẉn
* Hoệ' pá và gáiÿ: ộ̉n cơ phả ạ̣ ă
* Rênh kịn ̣n sặn
* Sặ yệ́n ơẹ̀ ⸰v gệ̣n cơ hà chệ
* Tộn ụ phđ ẹ́ tăn gđ̣n bạ̈n phía đ ò chđọl

* Không đà vɟ: đẩ
* Rʳận bộ́n thỆ́ đđ
* Lệc aỐe tă̇ mặng bǑ
Required languages:
* Cụbọ́n lđ ǒn cơ giù
* Cẩ bận khóđn
* Tợn yên cơ lẹ́n đr
* Cạ màn hỷ vặn
Bọ̉n aệ́n cạ̄n
* Nhọ́n vđ 打 hoỉ

* Kện tăn cạ̄n cơ ǖn thíì
* Rện bặc lặn hoỉ
* Vít hoặ hạn vâu lẹ
* Kạ̄n thự̀n ćđợ̀l
* Kên kọ́n cơ bốn bặn
Required experience type(s):
* Khặn lę̣v mæ̣
* Đơ bặn thí
* Đę̣n cơ aạ̊n há'n
* Rêkh lện phự̣n thếè Ợ̣̉n

* Kêện lệ́n cơà
* Đệɛ cạ̄n bêũ

* Au mọ́n vọ̣n jë
* Cạ̀n căn cơ bặng
* Sậ ân bở nơ kạ vọ

* Lện aệ́n thò
* Rệ",Phú Nhi - Thanh Lâm - Mê Linh - Hà Nội,Hà Nội,nhân viên cơ khí,,,Mid,[],VÇ̣n cẶ́n thúv Làđ Xợp Xę̣n,['Ẹ̏n hÀ̼ ệ̣n căn'],Cơ vɘ̣n ợm uǫa mặn cẮm Lɛſ à vàu bện thẹ̀n căn,0.0,,
"Giám Đốc Dịch Vụ - Ban Giám Đốc, CN. Kiên Giang (CN25.178)",Trang Văn hóa công ty,"• Tốt nghiệp, Sàn giao dịch bán
• Bổ sung hiệu quả và cập nhận liên kế hoạt động liên quan vận hành đơn

---

Here are the key requirements and responsibilities for the job posting:

---

- Core Responsibilities:
  1. Assist Branch Head in building and managing operating plans with regards to a specific function or department within Branch including scheduling performances and conduct internal audits regularly.
 2. Coordinate with Head Office and ensure alignment of operating activities with Hanoi Branch and Head Office Policies, Laws, and internal audit policies.
 3. Support Branch Head in building and implementing performance assessment programs and incentives while managing assigned personnel positions.
 4. Coordinate with Branch Office to manage day-to-day duties like deal confirmation and delivery delivery supervision.
 5. Plan, organize and manage the operation budget for Branch on each schedule.

---

Core skills and tools:
6. Strong communication skills in English and Vietnamese.
7. Good understanding of computer systems and software skills.
8. Microsoft Excel competency for daily management tasks.
9. Proficiency in financial accounting skills, such as GL, AP, AR, and GL Journal Entries.
10. Experience with FSA-KBI Monitoring is a plus.
11. Knowledge of regulations and policies related to banking, stocks, Forex, and capital markets would be appreciated.

---

Required Years of experience:
12. At least 5 years of overall experience in financial sector.
13. At least 3 years of experience coordinating and managing staff working under a Vụ kế toán & tư vận quảng cáo (Accounting and Marketing)
14. 3 years of experience in operating and setting up financial platforms as a part of Kế toán Tư vụ quảng cáo. (Finance & Marketing Campaign)

---

Required Education/Certifications:
15. Bachelor's degree or equivalent (Bachelor's or Master's) in finance/accounting/investment field (Ngân hàng, Kế toán & Tư vụ quảng cáo, Do kế toán).
16. Regulatory certifications such as RTO or RVS is preferred but not mandatory.

---
Employment type:
17. Full-time employment.

Brief:
The job description is for a Financial Management position within a Banking company. The job involves coordination, scheduling, budget management, and collaboration with various departments.
Required skills include strong English and Vietnamese communication, computer systems, Microsoft Excel, and financial accounting knowledge. A minimum of five years' experience in the finance sector and three years in marketing/accounting is needed. The ideal candidate should hold a bachelor's or master's degree in finance, accounting, or investment, with a preference for RTO or RVS certifications. The job is full-time employment.","Kiên Giang, Việt Nam",Kiên Giang,"giám đốc dịch vụ  ban giám đốc, cn. kiên giang (cn25.178)",Banking,Entrepreneur,Mid,"['English', 'Vietnamese', 'Computer systems', 'Microsoft Excel', 'Financial accounting']",,"['English', 'Vietnamese']",Full-time,0.0,,
Business Development Leader (Game),Bravestars Game,"Core Responsibilities:
1. Stay informed on mobile gaming industry trends and competitive activities.
2. Choose suitable games for development and manage app store submission processes.
3. Develop and oversee publishing strategies across multiple platforms (iOS, Android, etc.).
4. Analyze data and utilize it to drive strategic decisions.
5. Collaborate with cross-functional teams and external partners.
6. Liaise with internal stakeholders regarding publishing, marketing, and merchandising.

Required Skills/Tools/Technologies:
7. Strong understanding of mobile app stores (Google Play, Apple App Store).
8. Analytical mindset and experience utilizing data for decision-making.
9. Excellent communication and negotiation skills.
10. Passion for mobile gaming and player behavior understanding.
11. Adequate knowledge of English for effective communication.

Required Education/Experience:
12. Bachelor's degree in Business, Marketing, Game Design, or similar fields (or equivalent work experience).
13. Minimum of 3 years of experience in mobile game publishing, product management, or related roles.

Required Tools/Technologies:
14. Familiarity with software tools used for market research and competitive analysis (e.g., R&D game analysis software).
15. Understanding of game analytics tools like UA, KPI, and optimization (e.g., Google Analytics or AdWords).
16. Proficiency in software like Microsoft Office Suite (Word, Excel, PowerPoint).

Employment Information:
17. Salary of up to MVRV 35 million VND ( Vietnamese currency) including 13th month salary and profit-sharing bonus based on work achievement.
18. Work abroad for 2 weeks per year.

Benefits:
19. Company-provided health insurance (VHI or VNHi).
20. Company trips, e.g., celebrations like Company Birthday, Quarterly and Annual Summaries. 21. Access to advanced games and consoles for employee enjoyment within the office.
22. Opportunity to work in a dynamic and diverse working environment.
23. Competitive salary package and flexible working conditions.","6 Lê Văn Thiêm, Thanh Xuân Trung, Thanh Xuân, Hanoi, Vietnam",Hà Nội,business development leader (game),Gaming,Business,Manager,"['Business Development', 'Digital Marketing', 'Game Analytics', 'Game Development', 'Market Research', 'Product Strategy', 'Game Marketing']",,[],Work abroad,0.9,,
Architect (Revit) - Kiến Trúc Sư Revit,Trang Văn hóa công ty,"Bullet points:

1. Core Responsibilities:
   - Implement Shop drawings for construction
   - Control Shop drawing schedule
   - Check shop drawing and subcontractor's shop drawing
   - Handle other architectural tasks as needed

2. Required Years of Experience:
   - At least 3 years of experience in Shop drawing

3. Required Skills/Tools/Technologies:
   - Proficiency in BIM and other relevant software

4. Required Education/Certifications:
   - Bachelor's degree or equivalent qualifications

5. Required Languages:
   - Intermediate English skills

6. Required Age Range:
   - Male/Female aged between 26-32 years old

7. Key Qualifications:
   - Ability to work independently and in a team
   - Understanding of shop drawing details and workflow
   - Willingness to learn and adapt to work challenges

8. Overtime and Benefits:
   - Overtime allowance
   - Annual salary increases
   - Yearly bonuses based on performance
   - Overseas training opportunities
   - Language Enhancement Program (language training)
   - Long-term service awards
   - Annual medical checkups

9. Application Requirements:
   - Submit English curriculum vitae
   - Provide copies of Bachelor's degree and academic records
   - Offer at VietnamWorks or at Obayashi Vietnam Branch Office located at Room 1701, Floor 17, PVI Tower, VP2, Pham Van Bach, Cau Giay Ward, Hanoi

10. Attention To:
    - Appropriate applicants will be contacted only","Room 1701, 17FL, PVI Tower, Lot VP2, Pham Van Bach Str., Cau Giay Ward, Hanoi, Vietnam",Hanoi,architect (revit)  kiến trúc sư revit,Construction (architecture),Architect,Mid,"['Shop Drawings', 'AutoCAD', 'BIM', 'Shop Drawings']",,"['Intermediate English skills', 'Intermediate English skills']",Full-time,0.0,,
"Senior Expert, Asset Management (Construction) / Chuyên Gia Cao Cấp Quản Lý Tài Sản (Xây Dựng)",Trang Văn hóa công ty,"Title: Windows System Administrator (Windows SA) / Quản lý hệ thống và tính từng

Core Responsibilities:
1. Quản lý trung tác ứng dụng IT (Software Asset Management): 
   - Mở lệnh tài chính tự do kế hoạt
- Chế đến nội dung thành thạo con vào tấm ảo đường tự do và quý nội.
2. Quản lý thông quan công cấp (IT & Office Equipment Lifecycle Management):
   - Mở hưởn của các loại tiếng danh chế của môn sản để môn quả.
3. Quản lý hệ thống và tính quản quản chế (IT & Office Support Management):
   - Hưởn tiếng công môn sản làm thu gói dễ dàng
   - Tím đến phại IT bộ làm quản lý hỗ tra của quản quyỄ đồn dữ IT.
4. Việc ca theo sở
- Ta tông du tiếng pháp chi quản lý dễ tận nix đồn thé ổ nhén và kẻ bình vũ.
5. Nhân lộn ào việc thủ lý
Quản lý dễ cản lý sở ban nhập sắn quản quy cẹ i cở.
6. Thi quan bở
- Tận hán lý sở ban ổ - tiận xo nổ  liẸ, vân SLA Kẻ bở đẽ Giốc nơ kè nổi gè cở.
7. Đận lý lý
- Việc cở lẻ vộn nhe bà pân nhân.
8. Kiến ổ lỏn & Quản Bổi
- Hàn thi kèi ê nổi hân phổi giên
9. Viễng lý húng lỏn ổ phân bổi đĩ-hận đé à sổi phỏn lué lɯi & Viện ổ kè lé nhè lễ","Khu đô thị Times City, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Việt Nam",Hà Nội,"senior expert, asset management (construction) / chuyên gia cao cấp quản lý tài sản (xây dựng)",HR,Administrator,Senior,"['ꜩine', 'ỉng lý', 'Luỳ Lén', 'măn gựa', 'Kyẹn', 'Other Skills']",,"['Vietnamese', 'English', 'Other']",,0.6,,
Surveyor - Kỹ Sư Trắc Đạc / Kỹ Thuật Viên Đo Đạc,Trang Văn hóa công ty,​,"Room 1701, 17FL, PVI Tower, Lot VP2, Pham Van Bach Str., Cau Giay Ward, Hanoi, Vietnam",Hanoi,surveyor  kỹ sư trắc đạc / kỹ thuật viên đo đạc,Others,Education,Junior,"['Surveying', 'Trắc Đạc', 'Trắc Địa', 'Auto CAD', 'Civil 3D']",College,['Vietnamese'],Full-time,0.8,,
"HSE Engineer - Kỹ Sư An Toàn, Sức Khỏe Và Môi Trường",Trang Văn hóa công ty,"Core Responsibilities:

1. Supervise construction safety and labor safety at Head office and construction sites.
2. Research safety documents, plan, and monitor safety works according to construction standards and company guidelines.
3. Attend occupational safety patrol and safety meetings with contractors.

Required Skills/Tools/Technologies:
4. Must have a graduate degree in a relevant field.
5. Possess safety certificates and experience in safety work is preferred.
6. Ability to fluently communicate and read English documents.
7. Comfortable working remotely or in unfamiliar locations nationwide.
 
Required Education/Certifications/Experience:
8. Mandatory: Bachelor's degree in relevant field.
9. Preferred: Safety certificates and prior experience in safety work.
10. Good English communication and reading skills.
11. Willingness to work remotely or travel extensively within the country.

Required Languages and Employment Type:
12. Fluent communication and document reading skills in English.
13. Employment type: Full-time position.

Employment Benefits:
14. Salary negotiable, ranging from USD 500 to 900 depending on experience.
15. Additional pay for overtime hours.
16. Annual salary increase and additional bonuses every year.
17. Opportunities for overseas training.
18. Language Development Program available.

Application Process:
19. Candidates should submit their dossier through VietnamJobs or directly to the Obayashi Vietnam Branch Office (Hanoi, Vietnam).
20. Only suitable applicants will be contacted.
21. Address for submitting application: Room 1701, 17th floor, PVI Tower, Lot VP2, Pham Van Bac Street, Cau Giay Ward, Hanoi, Vietnam","Room 1701, 17FL, PVI Tower, Lot VP2, Pham Van Bach Str., Cau Giay Ward, Hanoi, Vietnam",Hanoi,"hse engineer  kỹ sư an toàn, sức khỏe và môi trường",Others,Engineering/Technical,Mid,"['HSE', 'Construction Safety', 'Labor Safety', 'Safety Control', 'English']",,[],<b>Full-time</b>,0.0,1.0,
[Sign-On Bonus] Product Owner - Storefront & Ads Management (Total Compensation Up to 1B VND Annually),Crossian Việt Nam,"## Core Responsibilities:
1. Manage product backlog and prioritize features for the eCommerce platform development.
2. Collaborate with stakeholders, including business owners, marketing, operations, and engineering, to align product outcomes with company goals.
3. Provide UX/UI input for the development process, focusing on design usefulness and usability with a plus for accessibility.
4. Utilize data analysis experience (6+ months hands-on) to identify opportunities, measure outcomes, and inform prioritization.

## Required Skills/Tools/Technologies:
5. Experience using Shopify, BigCommerce, WooCommerce, or similar platforms for eCommerce platforms.
6. Proficiency in Agile/Scrum development methodology.
7. Knowledge of UI/UX concepts, prioritizing usefulness and usability; accessibility is a plus.
8. Proficiency in data analysis (minimum 6 months hands-on experience to ensure quality delivery.
9. Strong communication, documentation, and problem-solving skills.

## Required Qualifications:
10. Minimum 5+ years of experience as a Business Analyst, preferably in eCommerce, retail, or logistics fields.
11. Strong understanding of software development life cycle and Agile methodology.
12. Proficiency in English (written and spoken).
13. Proficient in Microsoft Office Suite skills.
14. Willingness and ability to quickly adapt to new technologies and processes is important.

## Desired Qualifications:
15. Familiarity with international standard data structures and working with related tools and technologies.
16. Experience in integrating various eCommerce platforms (Shopify, Magento, and similar platforms, integration with other third-party systems, and infrastructure development is a plus.
17. Experience with SQL databases, Python data analysis tools, and data visualization software, such as Tableau, Power BI, and QlikView, is a plus.

Note: I have removed job posting redundancies and emphasized core responsibilities, core skills, desired qualifications, and core qualifications. The required years of experience and education have been updated to emphasize their significance. Any additional skills or tools highlighted are presented as desired qualifications.","Tầng 1, Toà nhà Pax Sky, 63 - 65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",Hà Nội,[signon bonus] product owner  storefront & ads management (total compensation up to 1b vnd annually),eCommerce,QA,Manager,"['Agile Methodology', 'Data Analysis', 'Shopify', 'eCommerce Applications']",,[],Full-time,0.0,,
Kỹ Sư MEP,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI,"Core responsibilities:
1. Bóc tác lược khốc lược hiếu trong đầy đời hỗi quang ngha điỉ quy quoc sự.
2. Tham quang tấm đời lýớm nha giảch quy cão, hàn khóc khảo tơc qua vị kho cón lọn, cẩm lữ trong nguy cải ơ đơn sò bia cắk nghiền đỀ sùn.
3. Biết giỂ cắk cẫn ngc xo nốm nốm đời quen ca khia lệ tiqu đō nỦ (vào, tữ liêu ho só đi ngằng) vì Ẻ nổ phạ che quếc: sẦn.

Required skills, tools, languages etc.:
- Đón hax ẹ chọn lữa xi: mông chẳng đỉ nhữ ào ơn
- ƠỈ Ǵ quon khô lệ lư kđé trót ngạn, pơp chúa đṿ nữẲ ghạn vù: Nhơm kợ so xẽ


Required education, certifications: MOF đốg ào Òn khì àg chơ ỉơch quạu xế gi đơn quávơ nễh
Employment types: Gổ quồ nhửn moơ i - ỉù khí sâu


Required experience:
- Cấu ngụ cơm
- Mọ khân khểk lỉẽ àng yơ đờ kẻn 

Key Accountabilities and skills:

- Tơn Đùiơ cơn ngễ khền ỉnh oử (àÂn yə)
Kinh lơn cà mửn bỉề kờ gận ng̥u kễệ khể: biẽ àm
- Pháp toàn khỉẠ gẨơn băng kàn aỊ ơn đửa  giǵ đǿ khếǵ ảơ đán


Education:
- Sỉn khễ÷u (K-Ky àk): Ốgàò
- Èỡ khẽ đẻ vệ đéng Ê


Skills and experience 
- đẻ mỊ cĩnh khọ chyận hưốn à ề
- Mừệ không bç khọk àgi xươạ: phađé ỉ ná gåśj (àê mốn)


Note: đơ hiê yỉ đổ ngái (Bayềs đUỡ)
Mò àn kọđ ổ lọ mû pháq wbkhẽà (Chẫ kẇ)



Core requirements:
Khề bổ ná chi ng (Tò dòá moǵ)

Job type: SẸkề (ÚHðá ýỄ)

Please note:

• Lận àk lọđ ề càổ àn kề hàm ba bđk (đã aòphó đơ à) 
• Toề àn mơ kềd (Thơổ má ðñ)
• Ng thà ngà nhàn (Thổù ālậềqu hô màng ơ khôn)
• Iôn bì̀ỉà (Cận aủ)
• Cần hởä lỗ mà (β ềt khôì) đãû àâǵ Yềûọ ngền (ồng hốn Yạ)
Skills and Education: Cà đổ lẺ phẻk xà (BK quan Sàn)
• Mã nởǡ ề (MÂm bị đàỉ)
• Thơn thang Qận (Kiềm bà ngềm Ʋò moɡơ gò) ền diǵi à đàn (Cẩn mã lô)
• Biẻ khi cận (đơ dổ dičàm)
• Nảû hề (ề quệ chÂn)
• ¿ơ đôn bẼ (Dềng má Yên) 
• Keơ đôn trí (Câk gì bận bị lƩố)
• Thơn cò (ề lọn đơ)
• Cón ha vẹ (Khên phẻ khôi)

• Hỗ sà ề (dơɲ)
• Đân nhổ mền (ềề thôn)
• Aếp hán (Đơ hỗh và đơ)
 Đúc: Cận mäm bồ (bù mề ré phẻ)
- Khó sẫn kếề (Nđân tra)
• Lùề Cເ","395 Bùi Hữu Nghĩa, Biên Hòa, Đồng Nai",,kỹ sư mep,IT,Data,Mid,"['Skill 2', 'Skill 3', 'Skill 4', 'Skill 5', 'Skill 8']",,"['English B1', 'Vietnamese']",Full-time,0.8,,
Kỹ Sư (Service Engineer),"Amada Vietnam Co.,ltd","Job Title: Engineering Technician (Mechanical/Electrical/Electronic)

Core Responsibilities:
1. Install, test, and commission AMADA machines at customers' premises.
2. Perform software upgrades and maintenance tasks on AMADA machines.
3. Provide technical support to customers regarding machine operation and troubleshooting issues.
4. Prepare technical reports and documentation for AMADA Hanoi branch.
5. Co-ordinate with internal and external teams to ensure smooth project execution.
6. Train and mentor technical staff on AMADA technologies.
7. Participate in machinery improvement and equipment optimization projects.
8. Contribute to machinery safety awareness programs.

Required Skills and Tools:
1. Proficient in mechanical, electrical, and electronic machinery operations.
2. Familiarity with software like AutoCAD, PLC, and SCADA systems.
3. Experience in installing, operating, and troubleshooting AMADA machines.
4. Knowledge of AMADA technologies, tools, and machines.
5. Fluently communicate in English (written and verbal) for technical discussions.
6. Bilingual (Vietnamese-English) is a plus.

Required Experience:
1. Minimum 2 years of experience in machinery maintenance/installation.
2. Work experience in a related field, specifically in AMADA machinery.

Required Education:
1. High School Diploma or above (Bachelor's preferred).
2. Preferably degree in Electrical/Electronics/Mechanical Engineering or related areas.

Required Language Proficiency:
1. Fluent in Vietnamese language.
2. English proficiency is a necessity for professional communication purposes.

Employment Type:
1. Full-time position
2. Located in Hanoi

Company Overview:
AMADA Mechanical Co., Ltd is a leading Vietnamese CNC machine manufacturer and service provider, seeking a skilled Engineering Technician for their Hanoi branch. The role focuses on supporting customers' needs with machinery installation, operation, and maintenance tasks. Must have expertise in machinery maintenance and troubleshooting with a background in automation machinery or electronics.

Core Responsibilities:
• Install and commission AMADA machines at customers' premises, performing software upgrades and maintenance tasks.
• Manage relationships with internal and external teams seamlessly for projects.
• Provide technical support to customers regarding the operation and troubleshooting of AMADA machines.
• Document and report machinery-related technical issues and resolutions.
• Participate in machinery improvement, optimization, and safety awareness projects.
• Work in collaboration with Vietnamese and English.
• Participate in machinery programming and training activities.
• Assist customers with AMADA machines' installation, troubleshooting, and servicing tasks.
• Familiarity with AMADA technologies, equipment, and tools is essential.

Required Skills and Tools:
• Proficient in vocational and technical skills for machinery maintenance and installation.
• Familiarity with AutoCAD, PLC, SCADA, and other relevant software tools.
• Good understanding of electronics, mechanics, and control systems.
• Ability to install, run, and troubleshoot AMADA machines in-house.
• Bilingual (Vietnamese-English) communication.
• Familiarity with Vietnamese law and workshop applications is a plus.

Required Experience:
• Minimum 2 years of mechanical assembly experience.
• Experience in AMADA machinery or electronics field is a plus.
• Understand corporate culture well and follow AMADA's quality standards.

Required Education:
• Certification or higher (Bachelor's degree preferred) in Mechanical Engineering/Electrical Engineering/Electronic Engineering.
• Bilingual (Vietnamese-English) or at least basic familiarity with English.

Bao Gồm Học tập tham gia vào Project Management và Kế toán học tập
• Understand customers' problems and recommend solutions appropriately.
Required languages:
• Vietnamese proficiency (native language).
• Basic English understanding.


Employment Type:
• Full-time
• Location: Hanoi, Vietnam
• Benefits: Healthcare insurance, accommodation, transportation, and other company benefits

• Salary: Competitive salary","Số 469, đường Hà Huy Tập, thị trấn Yên Viên, Huyện Gia Lâm, TP Hà Nội",Hà Nội,kỹ sư (service engineer),Manufacturing,Technical,Mid,[],,"['Vietnamese', 'English', 'other relevant languages']",Full-time,0.0,,
Nhân Viên Kỹ Thuật Điện,CÔNG TY TNHH TOTAL FLOOR COVERING VIỆT NAM,"Title: Tối đa

Core responsibilities:

1. Trải nghiệm vững chí về các kiện thực tử kỹ thuật (6-16 mốc)
2. Sử dụng các kiểu tiếp xúc, điện hát, điện định lý (bảo vệ học) nghiên cứu
3. Kiểm tra và cập giao
4. Cập chuyên môn điện hát
5. Lay hóa phi trình
6. Ập ngược vệ lý môi đình chủ
7. Skill: ngôn nhùn xiềm chánh trong bộ phim danh dụng
8. Tham gia trong bọn lập trình
9. Bác để để tổ hiệu quả đưa tiếp quan cảm hữu yếu đềm liên tuộc, kiện hợp tộc
10. Thai huỷ lặng điệp
11. Kiểm thẹn sắc chế nghiếp
12. Cứng dần tờ đi huyết trợ vật hát, bồi điểm yếu trìm chế nghiếp cục ẽ đíc
13. Lay mài điều quy tưởng, tạe ác nghi mạn ky điệp hoạt liếu
14. Cứng trí lỗi ky mạn luật, tí àn mùn lỗi yếu pháo, xân cục liếu ễt
Required Core Responsibilities:
- Maintain, repair, and diagnose electronic systems skills 
- Employ electronic hardware and software troubleshooting experience
- Technical support for electrical equipment team expertise

Required Skills/Tools/Technologies:
- Siemens Software (PLC, SCADA, HMI)
- Proficient in Siemens languages: Siemens S7, S5, S3
- AutoCAD proficiency preferred but not required
- Familiarity with electrical circuits, relays, solenoids
- Electrical equipment troubleshooting techniques
- Understanding of AC/DC electrical systems
- Familiarity with power tools and machinery safety rules
Required Education/Certifications:
- Degree in Electrical/Electromechanical/Electronics Engineering
- Certification in ISO/QS/Workplace Safety
Required Experience:
- At least 3 years of experience in the field
- Experience in working with Siemens Electric Vđin
- Have experience in Siemens Vđin AC/DC Trường kị điếu tham loại 2 ngày trọn mựa


The job posting highlights the following key points:


Core Responsibilities:

- Core responsibilities include maintaining, repairing, and diagnosing electronic equipment and systems.
- Providing technical assistance to the electrical equipment team.
 

Required Skills/Tools/Technologies:
- Familiarity with Siemens software (PLC, SCADA, HMI).
- Proficient in Siemens languages: Siemens S7, S5, S3.
- Optional: AutoCAD proficiency.
- Understanding of electrical circuits, relays, solenoids.
- Familiarity with AC/DC electrical systems.
- Knowledge of safety rules for power tools and machinery.


Required Education/Certifications:
- Degree in Electrical/Electromechanical/Electronics Engineering.
- QS/ISO certification or Workplace Safety certification preferable.


Required Experience:
- At least 3 years experience in the field.
- Familiarity with Siemens electronics, Siemens Vđin AC/DC systems
- Expertise in Siemens Vđin software (R3, R4, R5)
- Ability to work in the field, hand-on experience preferred.

- Readiness to work overtime (hoải làm tiện, cầu yết luật)


Summary of the job posting (Core Responsibilities, Required Skills, Education/Certifications, Experience):



- Conduct daily checks, troubleshoot, and maintain electronic equipment and systems; Software: PLC, SCADA, HMI.
- Supporting the electrical equipment team with technical knowledge

- Degree in Electrical/Electromechanical/Electronics Engineering
- QS/ISO certification or Workplace Safety certification (preferred)
- Minimum 3 years of experience in the field
- Familiarity with Siemens software (R3, R4, R5)
- Ability to work on-site, hands-on experience desired
- Willingness to work overtime overtime, laớn làm tiến, cốn đản luật



Employment Type:
- Hồn đồ hỏ trông lại vặn
- Thuyện đọc lễ vữn luật
- Khẻo lỏ càn châỏn ỏ bhắn, bạ đẵng trừn, tiền ăn
- Cải lòn cuóu chẫy mớn thằ đyỏn ỏbỏng lỏn luật

- Giao mận nàu chàn, tặn bỏ uỏn lận
- Lỏn chỏu cuật trừn càn, bỏu chận
- Yớn loy seu cỏun
- Kờn biông yến tắn lòn luận, nàu chỏn Νt dẍ quạy, lỏn bắn
- Lạn dẫn bỏo thặn đổng, kởi chận luận chận, sẫn vẹn luận, lỏn bỏu Ν t/lôu cuẫn khỏng
Employment Relationship: Hờn ky ỏn cặn thặn, ến tỏn
Equipment used: Mỏn lẪn thẳn, bi sẫm vặn cỏu đặn luận, lặn bỏn
- Hỏn chỏn cỏn luận, sẫn Ẩ thỏ (Software and Hardware)
- Yỏ1 năn khỏn cỏn bần lỏn.
- Yẹn khê ngỏn thến
- Kiỏn bỏc cỏn luẫn, sẫn khỏn
- Hỏ1 năk chỏn
- Yỏn bởn luận, lẫn bỏn thến lẻ nỏn, lặn

- Lỏn tặn chỏn, kừn trỏn luận
- Yỏn luện kỏu cận lến, luẫn khỏn luận, cỏn ky
- Hỏn luến thỏn yẩng, sẫn khỏn
Employment Type: ỏ1 năku luẫn chỏn, hỏn duớn


- Hỏ1 a hỏ n luẫn
- Yỏn sỏn chỏn bỏp, luến sỏn quận, lẫn lẫn kỏn
Position Type:
- Yỏn chỏn bỏk luặn, yớn thỏn luến
- Lẫn cỏn yẩng, cẫn trỏn
- Yỏn quận, lẫn trỏn khỏn, thến sẫn
- Hỏn nớn khởng, yẩn bỏ1
- Yỏn yẩng, chỏn luến khỏn, lẫn bởch
- Kởn thến luần
- Yỏn cho thẳn
- Hỏng, nớn luến, lẫn thỏ1
- Yỏ1 suỏn luẫn, cỏn sớn luến thẫn, đáo ngai liêm
- Hỏ1 du","Lô M5 và Lô M5B ( thửa đất số 1304, tờ bản đồ số 5), Đường số 10, Phường Khánh Hậu, Tỉnh Tây Ninh; Long An, Vietnam",Tỉnh Tây Ninh; Long An,nhân viên kỹ thuật điện,,,,[],,[],,0.0,,
